Elecció;Any;Districte;Secció;CUSEC;NUM_ELECTORS;NUM_VOTANTS;VOTS_BLANCS;VOTS_NULS;VOTS_CANDIDATURES;Participació;PSC;% PSC;CiU / Junts;% CiU / Junts;ERC;% ERC;PP;% PP;ICV / Comuns;% ICV / Comuns;Cs;% Cs;CUP;% CUP;PxC;% PxC;En Blanco;% En Blanco;PRIMARIES;% PRIMARIES;TxT;% TxT;VOX;% VOX;Podem;% Podem;PACMA;% PACMA;Altres;% Altres
Municipals;2023;4;8;0827904008;983;396;;;391;40,28%;77;0.1969;12;0.0307;27;0.0691;30;0.0767;26;0.0665;9;0.023;10;0.0256;0;0;0;0;;;148;0.3785;35;0.0895;;;5;0.0128;12;0.0307
Municipals;2023;4;9;0827904009;754;338;;;334;44,83%;92;0.2754;6;0.018;16;0.0479;32;0.0958;16;0.0479;4;0.012;1;0.003;0;0;0;0;;;100;0.2994;61;0.1826;;;4;0.012;2;0.006
Municipals;2023;4;10;0827904010;717;315;;;315;43,93%;111;0.3524;4;0.0127;17;0.054;16;0.0508;12;0.0381;5;0.0159;7;0.0222;0;0;0;0;;;71;0.2254;63;0.2;;;4;0.0127;5;0.0159
Municipals;2023;4;12;0827904012;1031;541;;;535;52,47%;89;0.1664;33;0.0617;39;0.0729;24;0.0449;38;0.071;10;0.0187;25;0.0467;0;0;0;0;;;199;0.372;55;0.1028;;;13;0.0243;10;0.0187
Municipals;2023;4;13;0827904013;1234;688;;;681;55,75%;120;0.1762;75;0.1101;81;0.1189;29;0.0426;30;0.0441;5;0.0073;24;0.0352;0;0;0;0;;;252;0.37;37;0.0543;;;10;0.0147;18;0.0264
Municipals;2023;4;14;0827904014;1024;612;;;600;59,77%;69;0.115;127;0.2117;69;0.115;32;0.0533;15;0.025;7;0.0117;34;0.0567;0;0;0;0;;;193;0.3217;17;0.0283;;;5;0.0083;32;0.0533
Municipals;2023;4;15;0827904015;898;509;;;502;56,68%;57;0.1135;97;0.1932;65;0.1295;32;0.0637;15;0.0299;5;0.01;39;0.0777;0;0;0;0;;;141;0.2809;19;0.0378;;;8;0.0159;24;0.0478
Municipals;2023;4;16;0827904016;974;557;;;549;57,19%;65;0.1184;120;0.2186;39;0.071;28;0.051;15;0.0273;3;0.0055;34;0.0619;0;0;0;0;;;198;0.3607;22;0.0401;;;5;0.0091;20;0.0364
Municipals;2023;4;17;0827904017;1253;776;;;765;61,93%;101;0.132;115;0.1503;81;0.1059;40;0.0523;33;0.0431;9;0.0118;34;0.0444;0;0;0;0;;;278;0.3634;47;0.0614;;;8;0.0105;19;0.0248
Municipals;2023;4;18;0827904018;1934;1078;;;1066;55,74%;186;0.1745;110;0.1032;90;0.0844;56;0.0525;43;0.0403;14;0.0131;64;0.06;0;0;0;0;;;383;0.3593;74;0.0694;;;20;0.0188;26;0.0244
Municipals;2023;4;19;0827904019;897;433;;;432;48,27%;87;0.2014;12;0.0278;40;0.0926;41;0.0949;27;0.0625;1;0.0023;9;0.0208;0;0;0;0;;;152;0.3519;51;0.1181;;;5;0.0116;7;0.0162
Municipals;2023;4;20;0827904020;532;215;;;215;40,41%;62;0.2884;3;0.014;16;0.0744;19;0.0884;6;0.0279;3;0.014;3;0.014;0;0;0;0;;;58;0.2698;30;0.1395;;;8;0.0372;7;0.0326
Municipals;2023;4;21;0827904021;785;381;;;373;48,54%;117;0.3137;5;0.0134;30;0.0804;18;0.0483;19;0.0509;4;0.0107;10;0.0268;0;0;0;0;;;111;0.2976;45;0.1206;;;7;0.0188;7;0.0188
Municipals;2023;4;22;0827904022;1724;867;;;860;50,29%;176;0.2047;17;0.0198;53;0.0616;53;0.0616;46;0.0535;15;0.0174;11;0.0128;0;0;0;0;;;327;0.3802;125;0.1453;;;7;0.0081;30;0.0349
Municipals;2023;4;23;0827904023;1715;893;;;883;52,07%;157;0.1778;23;0.026;63;0.0713;43;0.0487;39;0.0442;18;0.0204;17;0.0193;0;0;0;0;;;375;0.4247;114;0.1291;;;16;0.0181;18;0.0204
Municipals;2023;4;24;0827904024;1845;883;;;879;47,86%;175;0.1991;16;0.0182;42;0.0478;76;0.0865;39;0.0444;15;0.0171;17;0.0193;0;0;0;0;;;323;0.3675;144;0.1638;;;13;0.0148;19;0.0216
Municipals;2023;4;25;0827904025;882;440;;;437;49,89%;105;0.2403;15;0.0343;36;0.0824;37;0.0847;20;0.0458;5;0.0114;15;0.0343;0;0;0;0;;;147;0.3364;43;0.0984;;;3;0.0069;11;0.0252
Municipals;2023;4;26;0827904026;1135;618;;;605;54,45%;82;0.1355;108;0.1785;49;0.081;40;0.0661;42;0.0694;7;0.0116;32;0.0529;0;0;0;0;;;201;0.3322;25;0.0413;;;7;0.0116;12;0.0198
Municipals;2023;5;1;0827905001;1544;814;;;810;52,72%;162;0.2;52;0.0642;56;0.0691;52;0.0642;28;0.0346;26;0.0321;30;0.037;0;0;0;0;;;278;0.3432;86;0.1062;;;10;0.0123;30;0.037
Municipals;2023;5;2;0827905002;1092;579;;;577;53,02%;158;0.2738;5;0.0087;22;0.0381;56;0.0971;23;0.0399;4;0.0069;12;0.0208;0;0;0;0;;;193;0.3345;86;0.149;;;9;0.0156;9;0.0156
Municipals;2023;5;3;0827905003;1516;806;;;792;53,17%;125;0.1578;54;0.0682;71;0.0896;43;0.0543;49;0.0619;17;0.0215;41;0.0518;0;0;0;0;;;310;0.3914;48;0.0606;;;9;0.0114;25;0.0316
Municipals;2023;5;4;0827905004;1268;708;;;699;55,84%;132;0.1888;59;0.0844;69;0.0987;32;0.0458;27;0.0386;17;0.0243;45;0.0644;0;0;0;0;;;248;0.3548;42;0.0601;;;7;0.01;21;0.03
Municipals;2023;5;5;0827905005;763;409;;;406;53,60%;79;0.1946;33;0.0813;50;0.1232;15;0.0369;29;0.0714;3;0.0074;27;0.0665;0;0;0;0;;;133;0.3276;20;0.0493;;;3;0.0074;14;0.0345
Municipals;2023;5;6;0827905006;1560;859;;;854;55,06%;129;0.1511;86;0.1007;84;0.0984;48;0.0562;52;0.0609;18;0.0211;33;0.0386;0;0;0;0;;;307;0.3595;65;0.0761;;;14;0.0164;18;0.0211
Municipals;2023;5;7;0827905007;882;524;;;521;59,41%;81;0.1555;61;0.1171;60;0.1152;26;0.0499;22;0.0422;9;0.0173;44;0.0845;0;0;0;0;;;176;0.3378;24;0.0461;;;3;0.0058;15;0.0288
Municipals;2023;5;8;0827905008;1447;818;;;811;56,53%;143;0.1763;103;0.127;79;0.0974;49;0.0604;32;0.0395;13;0.016;36;0.0444;0;0;0;0;;;291;0.3588;40;0.0493;;;9;0.0111;16;0.0197
Municipals;2023;5;9;0827905009;1347;767;;;760;56,94%;199;0.2618;43;0.0566;58;0.0763;65;0.0855;35;0.0461;17;0.0224;32;0.0421;0;0;0;0;;;229;0.3013;59;0.0776;;;6;0.0079;17;0.0224
Municipals;2023;5;10;0827905010;971;474;;;472;48,82%;154;0.3263;13;0.0275;11;0.0233;40;0.0847;24;0.0508;9;0.0191;7;0.0148;0;0;0;0;;;135;0.286;46;0.0975;;;12;0.0254;21;0.0445
Municipals;2023;5;11;0827905011;1395;728;;;719;52,19%;138;0.1919;64;0.089;65;0.0904;51;0.0709;43;0.0598;8;0.0111;24;0.0334;0;0;0;0;;;251;0.3491;55;0.0765;;;7;0.0097;13;0.0181
Municipals;2023;5;12;0827905012;590;285;;;281;48,31%;60;0.2135;16;0.0569;36;0.1281;14;0.0498;13;0.0463;2;0.0071;10;0.0356;0;0;0;0;;;96;0.3416;27;0.0961;;;3;0.0107;4;0.0142
Municipals;2023;5;13;0827905013;1318;608;;;603;46,13%;150;0.2488;15;0.0249;29;0.0481;39;0.0647;21;0.0348;15;0.0249;13;0.0216;0;0;0;0;;;187;0.3101;102;0.1692;;;14;0.0232;18;0.0299
Municipals;2023;5;14;0827905014;1418;771;;;767;54,37%;237;0.309;27;0.0352;52;0.0678;53;0.0691;52;0.0678;6;0.0078;18;0.0235;0;0;0;0;;;215;0.2803;76;0.0991;;;10;0.013;21;0.0274
Municipals;2023;5;15;0827905015;708;312;;;309;44,07%;57;0.1845;4;0.0129;26;0.0841;15;0.0485;14;0.0453;5;0.0162;5;0.0162;0;0;0;0;;;129;0.4175;41;0.1327;;;8;0.0259;5;0.0162
Municipals;2023;5;16;0827905016;1969;913;;;905;46,37%;215;0.2376;30;0.0331;51;0.0564;64;0.0707;41;0.0453;20;0.0221;22;0.0243;0;0;0;0;;;307;0.3392;106;0.1171;;;13;0.0144;36;0.0398
Municipals;2023;5;17;0827905017;1481;766;;;766;51,72%;144;0.188;32;0.0418;56;0.0731;48;0.0627;54;0.0705;18;0.0235;20;0.0261;0;0;0;0;;;291;0.3799;70;0.0914;;;8;0.0104;25;0.0326
Municipals;2023;5;18;0827905018;975;538;;;537;55,18%;147;0.2737;6;0.0112;14;0.0261;55;0.1024;17;0.0317;7;0.013;10;0.0186;0;0;0;0;;;221;0.4115;38;0.0708;;;9;0.0168;13;0.0242
Municipals;2023;5;19;0827905019;1000;507;;;505;50,70%;92;0.1822;29;0.0574;43;0.0851;34;0.0673;22;0.0436;5;0.0099;27;0.0535;0;0;0;0;;;198;0.3921;38;0.0752;;;7;0.0139;10;0.0198
Municipals;2023;5;20;0827905020;967;500;;;492;51,71%;95;0.1931;37;0.0752;48;0.0976;35;0.0711;32;0.065;7;0.0142;10;0.0203;0;0;0;0;;;177;0.3598;29;0.0589;;;5;0.0102;17;0.0346
Municipals;2023;5;21;0827905021;606;344;;;342;56,77%;79;0.231;29;0.0848;28;0.0819;26;0.076;12;0.0351;10;0.0292;10;0.0292;0;0;0;0;;;110;0.3216;19;0.0556;;;11;0.0322;8;0.0234
Municipals;2023;5;22;0827905022;584;251;;;251;42,98%;44;0.1753;13;0.0518;17;0.0677;27;0.1076;15;0.0598;6;0.0239;7;0.0279;0;0;0;0;;;80;0.3187;28;0.1116;;;5;0.0199;9;0.0359
Municipals;2023;5;23;0827905023;1475;804;;;793;54,51%;119;0.1501;80;0.1009;86;0.1084;40;0.0504;37;0.0467;14;0.0177;43;0.0542;0;0;0;0;;;293;0.3695;51;0.0643;;;5;0.0063;25;0.0315
Municipals;2023;5;24;0827905024;1196;653;;;653;54,60%;135;0.2067;36;0.0551;49;0.075;36;0.0551;32;0.049;26;0.0398;13;0.0199;0;0;0;0;;;224;0.343;69;0.1057;;;9;0.0138;24;0.0368
Municipals;2023;5;25;0827905025;975;493;;;489;50,56%;111;0.227;14;0.0286;40;0.0818;22;0.045;15;0.0307;11;0.0225;12;0.0245;0;0;0;0;;;206;0.4213;47;0.0961;;;4;0.0082;7;0.0143
Municipals;2023;5;26;0827905026;971;565;;;554;58,19%;105;0.1895;66;0.1191;43;0.0776;32;0.0578;24;0.0433;12;0.0217;23;0.0415;0;0;0;0;;;194;0.3502;27;0.0487;;;7;0.0126;21;0.0379
Municipals;2023;5;27;0827905027;960;545;;;534;56,77%;89;0.1667;50;0.0936;52;0.0974;38;0.0712;21;0.0393;8;0.015;29;0.0543;0;0;0;0;;;194;0.3633;34;0.0637;;;6;0.0112;13;0.0243
Municipals;2023;5;28;0827905028;948;574;;;571;60,55%;125;0.2189;17;0.0298;32;0.056;39;0.0683;25;0.0438;21;0.0368;10;0.0175;0;0;0;0;;;214;0.3748;65;0.1138;;;11;0.0193;12;0.021
Municipals;2023;5;29;0827905029;974;531;;;527;54,52%;107;0.203;18;0.0342;40;0.0759;21;0.0398;20;0.038;8;0.0152;17;0.0323;0;0;0;0;;;229;0.4345;48;0.0911;;;7;0.0133;12;0.0228
Municipals;2023;5;30;0827905030;824;389;;;389;47,21%;130;0.3342;8;0.0206;11;0.0283;26;0.0668;13;0.0334;9;0.0231;7;0.018;0;0;0;0;;;115;0.2956;55;0.1414;;;11;0.0283;4;0.0103
Municipals;2023;5;31;0827905031;585;299;;;297;51,11%;85;0.2862;4;0.0135;5;0.0168;26;0.0875;27;0.0909;11;0.037;16;0.0539;0;0;0;0;;;74;0.2492;39;0.1313;;;2;0.0067;8;0.0269
Municipals;2023;5;32;0827905032;948;533;;;527;56,22%;125;0.2372;19;0.0361;34;0.0645;52;0.0987;30;0.0569;10;0.019;15;0.0285;0;0;0;0;;;170;0.3226;43;0.0816;;;8;0.0152;21;0.0398
Municipals;2023;6;1;0827906001;886;463;;;462;52,26%;163;0.3528;14;0.0303;19;0.0411;30;0.0649;14;0.0303;10;0.0216;10;0.0216;0;0;0;0;;;132;0.2857;56;0.1212;;;4;0.0087;10;0.0216
Municipals;2023;6;2;0827906002;1219;580;;;576;47,58%;147;0.2552;17;0.0295;29;0.0503;36;0.0625;33;0.0573;8;0.0139;14;0.0243;0;0;0;0;;;174;0.3021;90;0.1563;;;18;0.0313;10;0.0174
Municipals;2023;6;3;0827906003;1483;731;;;722;49,29%;192;0.2659;17;0.0235;34;0.0471;73;0.1011;42;0.0582;12;0.0166;11;0.0152;0;0;0;0;;;220;0.3047;101;0.1399;;;9;0.0125;11;0.0152
Municipals;2023;6;4;0827906004;885;374;;;370;42,26%;108;0.2919;8;0.0216;15;0.0405;31;0.0838;16;0.0432;9;0.0243;15;0.0405;0;0;0;0;;;94;0.2541;58;0.1568;;;5;0.0135;11;0.0297
Municipals;2023;6;5;0827906005;1131;531;;;526;46,95%;123;0.2338;13;0.0247;26;0.0494;38;0.0722;23;0.0437;12;0.0228;23;0.0437;0;0;0;0;;;177;0.3365;71;0.135;;;11;0.0209;9;0.0171
Municipals;2023;6;6;0827906006;1202;556;;;551;46,26%;123;0.2232;5;0.0091;31;0.0563;41;0.0744;17;0.0309;12;0.0218;10;0.0181;0;0;0;0;;;180;0.3267;114;0.2069;;;11;0.02;7;0.0127
Municipals;2023;6;8;0827906008;1697;826;;;814;48,67%;168;0.2064;62;0.0762;81;0.0995;38;0.0467;37;0.0455;18;0.0221;34;0.0418;0;0;0;0;;;255;0.3133;88;0.1081;;;19;0.0233;14;0.0172
Municipals;2023;6;9;0827906009;905;445;;;442;49,17%;100;0.2262;18;0.0407;34;0.0769;29;0.0656;26;0.0588;14;0.0317;6;0.0136;0;0;0;0;;;142;0.3213;57;0.129;;;8;0.0181;8;0.0181
Municipals;2023;6;10;0827906010;1606;797;;;787;49,63%;237;0.3011;14;0.0178;55;0.0699;68;0.0864;47;0.0597;19;0.0241;12;0.0152;0;0;0;0;;;241;0.3062;78;0.0991;;;7;0.0089;9;0.0114
Municipals;2023;6;11;0827906011;1191;520;;;519;43,66%;124;0.2389;4;0.0077;23;0.0443;36;0.0694;24;0.0462;19;0.0366;4;0.0077;0;0;0;0;;;200;0.3854;69;0.1329;;;9;0.0173;7;0.0135
Municipals;2023;6;12;0827906012;924;423;;;418;45,78%;121;0.2895;8;0.0191;40;0.0957;35;0.0837;15;0.0359;3;0.0072;7;0.0167;0;0;0;0;;;123;0.2943;47;0.1124;;;8;0.0191;11;0.0263
Municipals;2023;6;13;0827906013;682;352;;;350;51,61%;119;0.34;3;0.0086;12;0.0343;33;0.0943;22;0.0629;2;0.0057;3;0.0086;0;0;0;0;;;105;0.3;45;0.1286;;;3;0.0086;3;0.0086
Municipals;2023;6;14;0827906014;720;277;;;275;38,47%;63;0.2291;8;0.0291;11;0.04;27;0.0982;13;0.0473;2;0.0073;12;0.0436;0;0;0;0;;;82;0.2982;47;0.1709;;;7;0.0255;3;0.0109
Municipals;2023;6;16;0827906016;1133;487;;;482;42,98%;122;0.2531;26;0.0539;23;0.0477;37;0.0768;23;0.0477;5;0.0104;21;0.0436;0;0;0;0;;;153;0.3174;51;0.1058;;;11;0.0228;10;0.0207
Municipals;2023;6;18;0827906018;882;404;;;403;45,80%;141;0.3499;4;0.0099;11;0.0273;23;0.0571;16;0.0397;4;0.0099;3;0.0074;0;0;0;0;;;104;0.2581;78;0.1935;;;8;0.0199;11;0.0273
Municipals;2023;6;20;0827906020;1070;437;;;436;40,84%;135;0.3096;6;0.0138;10;0.0229;40;0.0917;17;0.039;2;0.0046;4;0.0092;0;0;0;0;;;109;0.25;93;0.2133;;;7;0.0161;13;0.0298
Municipals;2023;6;23;0827906023;1028;460;;;454;44,75%;122;0.2687;5;0.011;24;0.0529;40;0.0881;9;0.0198;4;0.0088;3;0.0066;0;0;0;0;;;158;0.348;71;0.1564;;;9;0.0198;9;0.0198
Municipals;2023;6;24;0827906024;1786;917;;;915;51,34%;224;0.2448;9;0.0098;44;0.0481;67;0.0732;57;0.0623;14;0.0153;13;0.0142;0;0;0;0;;;295;0.3224;143;0.1563;;;23;0.0251;26;0.0284
Municipals;2023;6;25;0827906025;1441;700;;;692;48,58%;161;0.2327;13;0.0188;49;0.0708;43;0.0621;50;0.0723;14;0.0202;10;0.0145;0;0;0;0;;;202;0.2919;123;0.1777;;;15;0.0217;12;0.0173
Municipals;2023;6;26;0827906026;1221;588;;;586;48,16%;128;0.2184;6;0.0102;34;0.058;36;0.0614;33;0.0563;11;0.0188;15;0.0256;0;0;0;0;;;187;0.3191;109;0.186;;;13;0.0222;14;0.0239
Municipals;2023;6;27;0827906027;939;392;;;391;41,75%;111;0.2839;2;0.0051;10;0.0256;26;0.0665;15;0.0384;7;0.0179;1;0.0026;0;0;0;0;;;145;0.3708;63;0.1611;;;3;0.0077;8;0.0205
Municipals;2023;6;28;0827906028;1195;642;;;636;53,72%;170;0.2673;4;0.0063;51;0.0802;57;0.0896;44;0.0692;8;0.0126;3;0.0047;0;0;0;0;;;188;0.2956;95;0.1494;;;10;0.0157;6;0.0094
Municipals;2023;6;29;0827906029;835;403;;;400;48,26%;100;0.25;2;0.005;13;0.0325;35;0.0875;11;0.0275;9;0.0225;4;0.01;0;0;0;0;;;103;0.2575;106;0.265;;;9;0.0225;8;0.02
Municipals;2023;6;30;0827906030;588;281;;;279;47,79%;55;0.1971;3;0.0108;26;0.0932;23;0.0824;10;0.0358;4;0.0143;4;0.0143;0;0;0;0;;;98;0.3513;44;0.1577;;;4;0.0143;8;0.0287
Municipals;2023;6;31;0827906031;727;318;;;314;43,74%;72;0.2293;3;0.0096;11;0.035;22;0.0701;15;0.0478;2;0.0064;8;0.0255;0;0;0;0;;;115;0.3662;51;0.1624;;;7;0.0223;8;0.0255
Municipals;2023;6;32;0827906032;785;381;;;379;48,54%;99;0.2612;5;0.0132;14;0.0369;34;0.0897;14;0.0369;6;0.0158;2;0.0053;0;0;0;0;;;99;0.2612;91;0.2401;;;6;0.0158;9;0.0237
Municipals;2023;6;33;0827906033;1070;555;;;550;51,87%;109;0.1982;20;0.0364;30;0.0545;32;0.0582;29;0.0527;15;0.0273;9;0.0164;0;0;0;0;;;201;0.3655;85;0.1545;;;6;0.0109;14;0.0255
Municipals;2023;7;1;0827907001;1025;470;;;464;45,85%;91;0.1961;27;0.0582;34;0.0733;35;0.0754;29;0.0625;7;0.0151;13;0.028;0;0;0;0;;;143;0.3082;66;0.1422;;;8;0.0172;11;0.0237
Municipals;2023;7;2;0827907002;1540;674;;;672;43,77%;264;0.3929;5;0.0074;24;0.0357;28;0.0417;29;0.0432;13;0.0193;5;0.0074;0;0;0;0;;;183;0.2723;101;0.1503;;;8;0.0119;12;0.0179
Municipals;2023;7;3;0827907003;1132;400;;;399;35,34%;138;0.3459;5;0.0125;17;0.0426;35;0.0877;10;0.0251;1;0.0025;0;0;0;0;0;0;;;105;0.2632;70;0.1754;;;4;0.01;14;0.0351
Municipals;2023;7;4;0827907004;1869;894;;;890;47,83%;213;0.2393;21;0.0236;59;0.0663;101;0.1135;28;0.0315;21;0.0236;13;0.0146;0;0;0;0;;;224;0.2517;167;0.1876;;;20;0.0225;23;0.0258
Municipals;2023;7;5;0827907005;1110;567;;;557;51,08%;128;0.2298;30;0.0539;50;0.0898;32;0.0575;35;0.0628;5;0.009;17;0.0305;0;0;0;0;;;160;0.2873;63;0.1131;;;15;0.0269;22;0.0395
