Elecció;Any;Districte;Secció;CUSEC;NUM_ELECTORS;NUM_VOTANTS;VOTS_BLANCS;VOTS_NULS;VOTS_CANDIDATURES;Participació;PSC;% PSC;Convergència / Junts;% Convergència / Junts;ERC;% ERC;PP;% PP;Comuns / Sumar;% Comuns / Sumar;Cs;% Cs;CUP;% CUP;Unió;% Unió;PACMA;% PACMA;Front Republicà;% Front Republicà;VOX;% VOX;Más País;% Más País;Altres;% Altres
Generals;2015;1;1;0827901001;1039;813;8;2;803;0.7825;36;0.0448;354;0.4408;173;0.2154;61;0.076;81;0.1009;54;0.0672;;;36;0.0448;7;0.0087;;;;;;;1;0.0012
Generals;2015;1;2;0827901002;1081;802;3;2;797;0.7419;46;0.0577;255;0.3199;212;0.266;82;0.1029;115;0.1443;56;0.0703;;;25;0.0314;6;0.0075;;;;;;;0;0
Generals;2015;1;4;0827901004;1523;1158;11;7;1140;0.7603;82;0.0719;314;0.2754;309;0.2711;74;0.0649;227;0.1991;101;0.0886;;;19;0.0167;8;0.007;;;;;;;6;0.0053
Generals;2015;1;5;0827901005;992;784;12;5;767;0.7903;48;0.0626;238;0.3103;175;0.2282;70;0.0913;146;0.1904;56;0.073;;;27;0.0352;6;0.0078;;;;;;;1;0.0013
Generals;2015;1;6;0827901006;1174;909;5;8;896;0.7743;38;0.0424;311;0.3471;208;0.2321;97;0.1083;136;0.1518;80;0.0893;;;23;0.0257;2;0.0022;;;;;;;1;0.0011
Generals;2015;1;7;0827901007;1329;989;4;6;979;0.7442;67;0.0684;286;0.2921;254;0.2594;117;0.1195;127;0.1297;78;0.0797;;;34;0.0347;9;0.0092;;;;;;;7;0.0072
Generals;2015;1;8;0827901008;1863;1420;4;6;1410;0.7622;74;0.0525;463;0.3284;358;0.2539;109;0.0773;201;0.1426;142;0.1007;;;46;0.0326;16;0.0113;;;;;;;1;0.0007
Generals;2015;1;9;0827901009;1032;798;6;1;791;0.7733;31;0.0392;252;0.3186;197;0.2491;88;0.1113;147;0.1858;51;0.0645;;;21;0.0265;3;0.0038;;;;;;;1;0.0013
Generals;2015;1;10;0827901010;942;744;2;0;742;0.7898;72;0.097;172;0.2318;202;0.2722;35;0.0472;150;0.2022;82;0.1105;;;21;0.0283;5;0.0067;;;;;;;3;0.004
Generals;2015;1;11;0827901011;914;672;4;6;662;0.7352;127;0.1918;59;0.0891;110;0.1662;63;0.0952;200;0.3021;88;0.1329;;;2;0.003;7;0.0106;;;;;;;6;0.0091
Generals;2015;1;12;0827901012;1105;820;4;3;813;0.7421;118;0.1451;102;0.1255;152;0.187;70;0.0861;248;0.305;99;0.1218;;;9;0.0111;8;0.0098;;;;;;;7;0.0086
Generals;2015;1;13;0827901013;620;453;5;5;443;0.7306;107;0.2415;8;0.0181;35;0.079;54;0.1219;127;0.2867;92;0.2077;;;5;0.0113;5;0.0113;;;;;;;10;0.0226
Generals;2015;1;14;0827901014;1590;1141;7;8;1126;0.7176;248;0.2202;95;0.0844;109;0.0968;151;0.1341;319;0.2833;177;0.1572;;;7;0.0062;7;0.0062;;;;;;;13;0.0115
Generals;2015;1;15;0827901015;894;672;2;0;670;0.7517;141;0.2104;73;0.109;115;0.1716;65;0.097;179;0.2672;75;0.1119;;;11;0.0164;8;0.0119;;;;;;;3;0.0045
Generals;2015;1;16;0827901016;1865;1428;20;5;1403;0.7657;193;0.1376;288;0.2053;289;0.206;101;0.072;302;0.2153;170;0.1212;;;28;0.02;19;0.0135;;;;;;;13;0.0093
Generals;2015;1;17;0827901017;1666;1262;10;3;1249;0.7575;116;0.0929;357;0.2858;302;0.2418;85;0.0681;252;0.2018;91;0.0729;;;33;0.0264;8;0.0064;;;;;;;5;0.004
Generals;2015;1;18;0827901018;431;352;2;1;349;0.8167;24;0.0688;88;0.2521;109;0.3123;30;0.086;53;0.1519;32;0.0917;;;9;0.0258;2;0.0057;;;;;;;2;0.0057
Generals;2015;1;19;0827901019;1128;857;3;2;852;0.7598;140;0.1643;90;0.1056;131;0.1538;100;0.1174;238;0.2793;121;0.142;;;14;0.0164;13;0.0153;;;;;;;5;0.0059
Generals;2015;1;20;0827901020;1018;841;3;1;837;0.8261;98;0.1171;159;0.19;199;0.2378;80;0.0956;176;0.2103;100;0.1195;;;12;0.0143;8;0.0096;;;;;;;5;0.006
Generals;2015;1;21;0827901021;1098;813;5;0;808;0.7404;113;0.1399;121;0.1498;123;0.1522;82;0.1015;216;0.2673;120;0.1485;;;15;0.0186;8;0.0099;;;;;;;10;0.0124
Generals;2015;1;22;0827901022;1411;1095;4;5;1086;0.776;99;0.0912;230;0.2118;217;0.1998;116;0.1068;249;0.2293;130;0.1197;;;26;0.0239;11;0.0101;;;;;;;8;0.0074
Generals;2015;1;23;0827901023;946;785;2;4;779;0.8298;86;0.1104;151;0.1938;169;0.2169;67;0.086;173;0.2221;106;0.1361;;;12;0.0154;9;0.0116;;;;;;;6;0.0077
Generals;2015;1;24;0827901024;627;511;2;3;506;0.815;12;0.0237;196;0.3874;119;0.2352;45;0.0889;88;0.1739;27;0.0534;;;12;0.0237;5;0.0099;;;;;;;2;0.004
Generals;2015;2;1;0827902001;1071;730;2;3;725;0.6816;203;0.28;33;0.0455;43;0.0593;114;0.1572;206;0.2841;109;0.1503;;;5;0.0069;9;0.0124;;;;;;;3;0.0041
Generals;2015;2;2;0827902002;489;280;1;0;279;0.5726;81;0.2903;7;0.0251;14;0.0502;48;0.172;82;0.2939;34;0.1219;;;3;0.0108;5;0.0179;;;;;;;5;0.0179
Generals;2015;2;3;0827902003;811;530;7;1;522;0.6535;165;0.3161;11;0.0211;18;0.0345;78;0.1494;147;0.2816;85;0.1628;;;8;0.0153;6;0.0115;;;;;;;4;0.0077
Generals;2015;2;4;0827902004;697;448;2;3;443;0.6428;145;0.3273;8;0.0181;10;0.0226;61;0.1377;114;0.2573;89;0.2009;;;7;0.0158;6;0.0135;;;;;;;3;0.0068
Generals;2015;2;5;0827902005;816;555;4;3;548;0.6801;146;0.2664;13;0.0237;36;0.0657;75;0.1369;159;0.2901;109;0.1989;;;3;0.0055;3;0.0055;;;;;;;4;0.0073
Generals;2015;2;6;0827902006;715;494;8;2;484;0.6909;106;0.219;26;0.0537;32;0.0661;80;0.1653;133;0.2748;95;0.1963;;;1;0.0021;9;0.0186;;;;;;;2;0.0041
Generals;2015;2;8;0827902008;697;472;4;2;466;0.6772;119;0.2554;8;0.0172;15;0.0322;56;0.1202;160;0.3433;87;0.1867;;;4;0.0086;9;0.0193;;;;;;;8;0.0172
Generals;2015;2;9;0827902009;1078;730;8;2;720;0.6772;201;0.2792;20;0.0278;41;0.0569;87;0.1208;244;0.3389;110;0.1528;;;1;0.0014;7;0.0097;;;;;;;9;0.0125
Generals;2015;2;11;0827902011;792;548;6;4;538;0.6919;103;0.1914;13;0.0242;24;0.0446;60;0.1115;192;0.3569;135;0.2509;;;2;0.0037;3;0.0056;;;;;;;6;0.0112
Generals;2015;2;12;0827902012;680;420;5;0;415;0.6176;119;0.2867;12;0.0289;11;0.0265;53;0.1277;156;0.3759;45;0.1084;;;1;0.0024;8;0.0193;;;;;;;10;0.0241
Generals;2015;2;14;0827902014;1416;1045;8;6;1031;0.738;174;0.1688;32;0.031;56;0.0543;91;0.0883;420;0.4074;233;0.226;;;1;0.001;21;0.0204;;;;;;;3;0.0029
Generals;2015;2;15;0827902015;584;323;0;1;322;0.5531;111;0.3447;2;0.0062;8;0.0248;47;0.146;104;0.323;44;0.1366;;;0;0;4;0.0124;;;;;;;2;0.0062
Generals;2015;2;16;0827902016;1309;931;5;5;921;0.7112;125;0.1357;27;0.0293;68;0.0738;62;0.0673;380;0.4126;215;0.2334;;;8;0.0087;24;0.0261;;;;;;;12;0.013
Generals;2015;2;17;0827902017;1256;853;2;2;849;0.6791;183;0.2155;17;0.02;46;0.0542;72;0.0848;336;0.3958;157;0.1849;;;6;0.0071;24;0.0283;;;;;;;8;0.0094
Generals;2015;3;1;0827903001;1317;949;2;1;946;0.7206;148;0.1564;117;0.1237;136;0.1438;75;0.0793;311;0.3288;134;0.1416;;;11;0.0116;8;0.0085;;;;;;;6;0.0063
Generals;2015;3;2;0827903002;1066;821;5;1;815;0.7702;130;0.1595;88;0.108;115;0.1411;74;0.0908;258;0.3166;125;0.1534;;;8;0.0098;9;0.011;;;;;;;8;0.0098
Generals;2015;3;3;0827903003;1169;807;4;1;802;0.6903;166;0.207;59;0.0736;70;0.0873;89;0.111;260;0.3242;130;0.1621;;;6;0.0075;11;0.0137;;;;;;;11;0.0137
Generals;2015;3;4;0827903004;934;618;9;6;603;0.6617;99;0.1642;31;0.0514;55;0.0912;76;0.126;231;0.3831;92;0.1526;;;3;0.005;7;0.0116;;;;;;;9;0.0149
Generals;2015;3;5;0827903005;1523;1080;10;7;1063;0.7091;151;0.1421;175;0.1646;205;0.1929;59;0.0555;299;0.2813;139;0.1308;;;15;0.0141;16;0.0151;;;;;;;4;0.0038
Generals;2015;3;6;0827903006;1453;1089;1;2;1086;0.7495;101;0.093;184;0.1694;256;0.2357;67;0.0617;298;0.2744;138;0.1271;;;18;0.0166;18;0.0166;;;;;;;6;0.0055
Generals;2015;3;7;0827903007;1630;1214;11;7;1196;0.7448;136;0.1137;172;0.1438;221;0.1848;85;0.0711;377;0.3152;167;0.1396;;;11;0.0092;13;0.0109;;;;;;;14;0.0117
Generals;2015;3;8;0827903008;1553;1067;6;10;1051;0.6871;343;0.3264;16;0.0152;46;0.0438;121;0.1151;361;0.3435;135;0.1284;;;3;0.0029;13;0.0124;;;;;;;13;0.0124
Generals;2015;3;9;0827903009;1929;1430;3;2;1425;0.7413;192;0.1347;153;0.1074;185;0.1298;104;0.073;488;0.3425;245;0.1719;;;21;0.0147;22;0.0154;;;;;;;15;0.0105
Generals;2015;3;10;0827903010;1523;1067;4;5;1058;0.7006;314;0.2968;4;0.0038;32;0.0302;123;0.1163;346;0.327;205;0.1938;;;7;0.0066;19;0.018;;;;;;;8;0.0076
Generals;2015;3;11;0827903011;1148;687;3;5;679;0.5984;185;0.2725;10;0.0147;27;0.0398;57;0.0839;243;0.3579;135;0.1988;;;7;0.0103;13;0.0191;;;;;;;2;0.0029
Generals;2015;3;12;0827903012;1753;1258;9;8;1241;0.7176;252;0.2031;34;0.0274;81;0.0653;224;0.1805;334;0.2691;275;0.2216;;;12;0.0097;13;0.0105;;;;;;;16;0.0129
Generals;2015;3;14;0827903014;1110;692;2;7;683;0.6234;162;0.2372;28;0.041;62;0.0908;97;0.142;198;0.2899;103;0.1508;;;5;0.0073;17;0.0249;;;;;;;11;0.0161
Generals;2015;3;15;0827903015;939;702;5;4;693;0.7476;162;0.2338;49;0.0707;67;0.0967;86;0.1241;209;0.3016;98;0.1414;;;5;0.0072;11;0.0159;;;;;;;6;0.0087
Generals;2015;3;16;0827903016;637;440;0;3;437;0.6907;127;0.2906;6;0.0137;8;0.0183;73;0.167;122;0.2792;89;0.2037;;;1;0.0023;4;0.0092;;;;;;;7;0.016
Generals;2015;3;17;0827903017;879;590;2;6;582;0.6712;174;0.299;11;0.0189;15;0.0258;74;0.1271;172;0.2955;114;0.1959;;;4;0.0069;8;0.0137;;;;;;;10;0.0172
Generals;2015;3;18;0827903018;741;565;4;6;555;0.7625;126;0.227;11;0.0198;20;0.036;56;0.1009;192;0.3459;120;0.2162;;;2;0.0036;17;0.0306;;;;;;;11;0.0198
Generals;2015;3;19;0827903019;907;600;2;2;596;0.6615;182;0.3054;14;0.0235;27;0.0453;86;0.1443;155;0.2601;112;0.1879;;;5;0.0084;4;0.0067;;;;;;;11;0.0185
